65,-65,-43,70
71,-52,96,-73
13,-89,1,-48
50,-64,-10,-19
-96,66,59,-31
-51,20,-88,-25
78,-47,-18,87
-86,-82,5,-84
-34,49,0,-91
65,41,83,-15
-60,9,-70,0
-72,-45,-54,73
46,29,-37,33
64,51,29,57
-77,-79,65,-97
-2,-24,-99,-72
-26,-18,-53,-73
49,-19,68,-81
-5,92,-49,66
-19,0,15,88
-13,8,11,-16
-6,88,99,-11
-20,93,25,37
52,84,-3,-18
53,-90,89,-94
34,88,81,22
-61,41,-9,71
-3,8,46,-49
54,53,-58,-43
-18,-31,-45,94
-52,-96,-38,66
90,73,-39,37
-5,-42,21,-49
-6,-10,-23,-88
81,25,-8,-43
87,64,-97,67
-29,40,7,-49
-40,-97,-89,21
-71,-51,-90,-12
82,21,24,-67
-46,-71,61,30
30,-39,74,-39
-95,64,52,-16
-26,-78,-18,78
3,-26,-77,-97
9,30,20,31
-89,-81,-42,-11
71,-79,-97,91
-11,26,-53,-36
43,97,-95,50
-79,66,-93,-87
10,61,87,-95
56,42,-78,-65
-19,-67,51,-35
-83,98,-79,9
61,77,-45,28
38,-14,-30,27
72,-11,33,-42
-63,91,-57,-89
-80,72,71,9
-99,-88,68,-12
32,-75,92,-89
36,-4,20,55
-33,70,100,-6
-89,96,-80,90
86,-71,19,-94
-76,-7,8,-34
4,-44,-77,38
-19,81,69,57
-72,62,-71,-93
100,32,55,14
-70,58,51,-87
31,-77,-39,-61
52,-63,-4,17
-76,73,29,-48
51,-48,30,-85
58,-87,23,-14
-70,-27,76,58
2,-65,21,-22
36,66,-21,81
17,14,-31,-24
-2,-54,59,-60
-68,93,-60,27
41,-18,14,83
-36,-86,51,14
-4,89,75,75
79,35,98,65
89,-6,70,-33
15,73,-22,-89
29,16,-71,-23
-86,14,80,-32
-27,18,-41,79
-76,66,-36,-55
-28,99,-36,49
78,76,14,59
59,81,50,41
59,-37,3,-32
99,40,-48,21
93,-32,5,66
98,-13,-73,10
-83,-84,24,-52
53,64,-78,84
-75,49,-8,-73
82,9,-78,-75
-26,85,-83,14
100,-9,-87,99
72,51,-24,38
18,-84,-63,-12
-86,24,-42,87
76,-8,46,75
44,-70,-1,-86
95,25,91,51
74,-68,76,-2
-24,-99,84,-75
-95,31,93,-76
5,40,-20,25
-94,65,-91,83
34,61,36,-25
-96,30,50,-68
-30,65,-7,-40
-39,-54,42,-82
25,-11,-40,5
-25,5,-61,28
-95,-29,-35,-65
-17,83,-78,6
54,93,-80,-16
43,-63,-18,56
25,-8,-25,99
74,63,52,-97
-63,-51,-79,-64
-20,60,74,74
-12,54,30,-4
-6,-66,70,34
8,61,-2,-3
69,90,8,91
-22,100,37,-14
-1,71,44,88
-28,73,48,49
-7,86,-12,-68
-25,6,-37,-77
-14,40,-66,-22
11,-40,35,59
-4,64,-38,-88
-60,14,-55,-46
-64,2,55,19
96,98,39,55
-82,-17,-74,-92
-100,64,0,-58
1,95,-53,72
66,-13,-10,59
68,31,-66,-87
21,45,3,35
74,26,-40,87
-45,-65,85,98
86,-50,81,-94
31,-29,37,57
-54,-74,62,84
-92,-63,83,-81
-47,34,-23,-7
27,-92,79,-69
35,-7,32,-79
-59,73,99,-58
-27,73,15,-8
59,-77,57,-20
-30,-38,58,-99
79,85,-2,62
-88,13,-24,-79
25,-63,-63,-55
-47,75,-52,32
60,-56,-16,36
-44,-55,-44,54
79,-42,6,58
-82,-77,-37,99
-69,89,89,-88
28,92,-72,-7
-40,53,70,-90
-15,26,36,57
3,-48,48,91
-34,59,41,-34
92,47,40,-72
28,-20,-61,-89
13,-5,63,-76
8,59,-94,87
-25,-19,-30,65
-45,12,-41,-31
40,65,-27,-67
-60,-12,70,-8
3,-60,-74,-44
-40,-66,40,74
39,91,66,33
-63,-55,37,-32
35,-60,-14,-15
-55,74,31,78
-73,-4,55,99
70,0,-24,-12
-100,50,-43,13
94,78,-76,-57
-67,28,-92,85
82,-30,-5,58
-77,64,37,-22
-54,-56,-51,-54
100,86,100,-46
-78,76,25,29
42,-5,-16,-69
75,16,-14,28
13,43,89,47
38,-88,-51,-65
-69,1,-15,-31
79,62,-63,85
-22,-89,-45,72
-78,94,-67,37
-69,-37,-9,-97
24,-10,76,-75
-90,43,-99,-32
20,-55,-35,12
20,66,-43,88
-11,41,-52,-50
-30,-61,-58,-94
-21,-2,-26,76
0,53,-2,25
0,99,65,25
58,73,-98,-54
26,-44,-6,-18
93,-73,-25,-8
39,-56,55,42
-20,-64,-8,-28
70,83,70,57
-8,85,48,-84
66,-73,54,61
-97,-77,-84,-85
-94,52,85,-64
21,59,79,-100
96,-88,15,82
44,-23,22,65
93,-38,46,-86
-28,57,88,-65
70,-82,58,36
-8,-38,91,97
-97,-53,-68,30
-63,-1,-65,-55
86,35,41,-100
-61,63,-16,89
52,-65,-1,-4
82,-16,37,71
21,86,1,-64
96,-23,3,26
-92,-87,43,63
-21,-21,-93,-8
38,33,-40,-89
48,-58,88,-35
25,30,-16,11
71,-98,10,30
49,-100,-44,67
-77,-94,-16,-41
99,58,6,33
49,39,13,43
30,96,-93,-9
86,-10,100,-79
3,17,12,-12
-3,52,-2,5
86,-4,-91,87
95,-77,-45,-45
-52,-70,80,83
-19,47,21,-12
70,-72,-70,100
23,-15,88,-89
32,-38,-25,15
-8,-62,-79,-51
-82,12,18,100
-96,87,45,-19
30,-1,10,71
70,-75,34,95
-9,71,70,-47
4,15,-90,2
88,24,-89,-95
-76,26,-80,-2
-15,8,-11,21
-87,39,1,-88
19,95,-13,98
99,34,74,-20
3,-46,-42,-59
-41,78,12,92
95,-54,-61,15
94,-83,-75,-89
-64,-97,74,78
-44,-83,-7,-89
77,-56,-87,18
-5,-3,46,-58
-6,67,15,49
-63,-34,-15,-64
55,17,-48,-68
21,-16,84,-11
-5,-14,47,-44
-6,29,-19,-68
82,-23,42,-66
95,48,18,65
82,-27,86,67
-13,36,-50,3
86,-8,50,55
84,58,39,-52
-28,-71,44,74
19,34,95,-36
10,62,72,41
81,-31,-23,-72
81,72,-40,-51
67,47,-29,-76
-52,-73,72,42
76,34,-60,-21
15,-30,2,-50
84,12,-38,-3
6,93,-90,-7
100,52,-4,81
47,92,-16,-80
75,7,65,-31
-3,-96,42,-42
-15,-72,-50,1
63,69,-87,-98
-79,-38,68,82
82,-33,-8,-89
15,45,59,-6
62,1,40,67
85,97,-51,23
64,20,-29,1
-96,23,39,18
13,-19,55,-4
-71,52,55,-4
-10,60,-26,-63
75,24,-60,10
-58,68,-19,-94
-81,-42,-97,-72
-6,-82,-54,56
-65,1,11,62
23,-27,-30,87
-25,-59,-99,-6
-94,-43,2,48
98,-53,10,91
88,46,55,-83
77,14,19,-25
31,-20,-38,43
-13,-32,-14,81
-71,-76,19,87
-14,-14,97,67
-90,-92,20,-34
-96,-15,17,-32
-91,10,-90,8
89,14,-62,-21
-72,87,-55,6
24,-9,-35,-78
43,44,66,-88
-40,35,69,83
-16,-51,-91,-78
52,-40,-96,74
-89,5,-75,18
-44,49,-48,-35
61,100,13,79
96,0,67,6
55,69,38,-92
71,-93,32,-67
-35,16,-79,50
60,-63,-49,28
-89,91,10,-61
14,9,46,53
-74,54,18,94
-45,-32,93,-92
-34,-39,10,-10
8,-75,-5,-64
-28,-94,-89,-86
-70,-76,-68,-61
-42,34,-3,17
-92,-30,31,-62
-98,95,86,-62
-15,-77,100,-10
67,100,-6,83
-73,92,73,-45
92,14,81,-98
45,64,8,72
-14,98,-14,-95
-25,62,34,69
50,-29,-73,72
38,19,-33,93
82,-36,64,-91
-41,-51,-36,-6
40,49,-77,32
11,43,-2,-65
69,-65,-29,-6
55,-77,89,63
-10,-73,53,9
48,47,52,-2
-4,72,-44,93
-99,-72,-68,24
64,76,19,79
-6,53,39,-5
-69,-4,-14,87
-1,98,-20,-89
85,85,-61,31
62,14,75,56
-18,-39,-52,-43
42,73,-65,-11
88,19,-47,-17
-38,86,-42,84
82,-28,81,28
40,-23,58,52
76,58,23,-66
43,21,-39,27
-34,87,-74,-29
-61,-53,26,-59
20,55,66,-88
73,-34,-60,-41
-4,-46,-100,-53
-97,14,72,-25
-97,82,-76,-85
45,-95,41,-86
-47,43,42,54
-94,88,61,-19
14,51,89,-62
17,-78,-87,5
54,57,88,-12
-40,-96,-73,80
90,35,23,26
-67,75,-39,-79
-76,-10,24,-94
-50,91,-75,-31
86,34,-17,-15
-59,30,-85,65
-61,11,40,-50
-6,78,-75,47
-64,94,-6,48
-53,-4,89,66
-70,25,81,-56
6,89,-54,34
93,78,65,95
11,-71,3,-62
65,-19,96,43
-60,-10,14,-45
-81,30,-41,-83
38,85,41,-61
-23,45,-96,74
-66,-28,39,70
2,27,27,-41
-61,-77,-96,-59
-1,30,83,-78
-61,92,35,61
81,33,-28,-93
33,-6,77,10
-65,57,-59,33
-3,-36,-75,1
13,40,68,-25
-92,-34,-58,-72
-82,-77,-20,-78
89,39,91,58
-44,-51,-91,56
-95,67,-55,23
-16,-4,79,-37
38,56,29,-14
21,-85,-69,-13
91,46,59,-60
-82,-62,13,-49
-24,-75,-92,-68
52,-56,10,100
-73,-21,-5,-51
56,-48,89,-79
35,43,-77,11
50,45,-10,16
69,100,70,29
-76,27,100,-24
87,76,-76,34
-98,-33,37,3
-23,-4,-76,71
-2,1,-93,85
20,-40,-85,9
88,68,-49,13
61,29,38,71
-44,-91,-86,57
33,89,10,36
50,8,79,42
77,-55,16,14
-37,-81,70,-86
-38,-81,54,58
99,51,1,-96
4,21,-29,57
-74,-3,-97,32
-69,11,37,48
-40,74,-1,65
-56,-59,-80,-91
0,78,-97,87
-14,-65,-31,-12
51,51,-81,98
9,-6,-3,94
-15,-1,-43,58
95,71,93,96
-19,4,76,-1
40,76,-88,-64
92,-63,-51,62
5,0,-58,89
54,7,-46,3
-24,44,50,-2
-34,-33,-50,-23
-98,68,-82,43
53,-59,38,21
37,61,41,87
75,-56,-24,-11
-36,82,-64,10
-38,89,-21,58
57,-79,60,15
-80,-11,-82,27
-72,84,-19,-99
-88,-81,19,62
-40,-1,-21,-88
-74,34,63,93
91,-28,61,63
92,10,90,-20
49,39,28,29
88,-30,57,9
11,40,-39,68
-61,-75,-96,-70
85,-95,6,30
56,-49,18,-12
99,9,20,-46
-24,46,40,27
39,-43,-52,-83
-64,-12,-40,71
-11,13,-42,12
19,-92,43,-70
19,-90,-89,83
0,-98,-97,-30
29,-51,-43,4
-64,-23,-63,31
4,-64,-45,-88
1,-5,-45,-72
14,-92,-29,58
-2,-28,-7,-38
43,73,54,-1
8,11,31,67
-66,14,15,-34
-2,4,-50,43
-54,12,-41,63
65,45,75,56
16,-6,-33,-42
75,37,-93,-73
77,90,66,-79
37,-42,77,50
-21,-8,41,10
-51,95,-95,-34
31,-63,54,-70
53,1,2,25
-74,87,42,-63
64,-97,-19,-28
-97,-49,-64,22
24,-24,-54,-81
40,-99,-89,47
70,62,70,12
53,11,-40,74
95,5,-12,25
-9,74,-67,71
-18,39,66,-88
19,-20,-22,49
43,46,-80,-86
-88,-41,51,87
-63,-70,-98,-31
-58,29,-81,-87
5,-76,78,53
-63,62,-32,-44
-27,89,-68,-57
33,-48,-33,79
4,8,-89,21
-38,-8,29,-79
-33,-21,11,99
11,-37,-16,46
30,35,-25,-65
-84,-15,-88,50
75,-42,19,-43
56,67,-28,88
21,-99,-70,-15
18,-80,80,82
96,55,-10,-1
45,13,34,30
-18,100,-24,-67
-21,-3,-88,93
94,-42,-59,81
22,-88,-63,29
-1,61,91,77
42,-44,-63,2
-68,-21,-2,45
-79,53,98,-54
12,-10,-2,78
-19,32,30,73
-77,67,58,-43
-22,25,81,27
-56,37,-54,-7
-9,50,-32,87
-6,4,82,-36
53,-67,81,-29
-62,-7,29,-80
59,-18,-3,23
12,-13,-16,54
-73,96,7,-19
68,-80,43,8
75,92,-24,80
-95,-80,69,73
69,64,-6,-20
17,90,7,-99
23,-82,20,55
-7,33,67,97
-95,-60,52,-55
65,-52,21,-36
-57,-44,-11,-47
-35,41,-46,99
-99,48,29,99
-96,-10,29,61
-29,-8,98,-100
92,28,70,-44
15,-15,-99,19
-5,-7,31,89
-99,-13,-9,-32
98,-24,49,16
73,3,21,98
0,55,16,9
31,-76,-15,95
-44,-42,67,4
-92,-96,-65,-72
-49,73,-30,-23
40,4,-43,-29
47,-2,90,76
13,-54,-5,-94
-86,-48,7,-87
-89,61,52,60
97,-30,-62,39
59,2,64,37
-40,81,-29,82
54,-49,-97,82
-71,62,33,-58
12,84,-100,-37
-33,30,91,8
-76,27,26,25
-40,-67,-22,-62
72,74,58,79
-28,-37,52,-50
-17,29,27,20
76,31,-67,90
-18,46,92,69
90,-34,-70,-65
49,-9,-18,-73
-16,-79,46,-49
61,-40,-78,94
77,-35,-41,-31
-47,-74,-12,-99
-70,-18,59,-2
-64,20,-3,63
42,37,60,93
88,-95,75,88
19,-74,58,63
37,-2,-62,-49
50,18,-29,-58
74,15,72,-92
-79,33,-98,0
10,11,5,-47
51,20,-85,-80
-17,25,79,-1
27,24,68,25
38,-75,-90,88
87,-2,59,-90
96,-89,16,-79
92,-81,30,65
66,90,31,55
82,63,-75,-61
86,25,-52,4
-68,59,50,96
-40,99,93,58
-99,-97,-29,-44
25,100,75,97
83,-85,39,6
-23,-92,67,-50
-2,-68,60,-31
-74,19,-48,-83
7,-17,1,8
15,51,-9,-91
3,-70,3,50
24,-3,-34,60
-39,-93,76,18
-51,-85,-71,49
45,33,53,-55
-54,-90,-67,69
40,-21,-29,33
88,-81,-48,-90
73,-26,77,-2
-22,43,-14,-2
39,-60,4,71
-73,-38,-60,-28
-91,-82,13,52
-2,-23,-4,23
67,-37,14,83
7,-32,-60,-33
-94,49,-89,29
-42,89,19,96
17,21,57,48
11,58,-14,-32
11,-9,-86,-79
59,-86,-60,46
-12,-8,-30,33
-65,39,87,15
93,-51,-95,-53
73,83,-14,7
99,-14,-62,11
-52,-65,-65,-54
12,48,3,30
42,24,83,41
66,-41,-75,55
58,35,-82,10
-23,-62,71,-60
64,78,92,-7
21,76,-23,-71
-29,-30,-6,-58
55,60,86,43
97,6,43,-20
-99,57,84,-50
-37,89,26,58
-16,-89,15,-7
-82,53,-97,-24
-65,23,-67,95
-57,19,-15,-59
60,15,-25,91
-68,21,-84,-36
81,-23,-50,11
74,-1,10,41
-34,-38,43,6
-75,40,87,98
-7,-26,-96,17
-53,12,76,8
-39,36,-62,47
9,-17,-8,-46
15,-75,-3,-9
16,71,9,1
-52,59,-5,49
-45,-56,26,3
-5,86,41,77
-48,20,16,-78
-72,31,66,-44
75,20,-82,-28
39,22,-51,96
-97,-81,54,-100
0,24,73,24
74,72,24,-77
29,-78,-75,-95
-95,2,46,68
1,-31,-95,93
-81,-42,-12,-73
-77,-90,-34,78
84,66,17,90
81,93,-13,-92
60,-35,-100,40
72,53,8,16
-10,64,84,-52
-87,54,45,-60
-70,35,-43,37
-82,-62,14,3
54,-47,74,-67
-18,-46,25,31
23,-69,88,54
-45,-1,-32,20
-52,41,62,26
70,-57,36,-91
-95,27,53,-21
-38,-87,35,-55
-65,-3,1,-59
-61,4,-41,-96
68,87,23,-90
61,66,-63,16
14,25,-32,-60
55,82,61,-7
12,3,-72,17
-88,-89,-72,74
47,-36,-69,-16
-56,-23,79,-58
-39,-80,-78,2
-76,-65,-40,-15
-47,-42,41,-39
-9,0,34,-97
-35,-47,89,-25
-59,-3,43,-5
81,-53,87,-78
86,70,44,-18
43,-26,18,57
18,30,-66,8
57,-65,53,30
32,-26,98,17
37,-96,-63,-71
-85,66,-69,-68
-80,-83,-87,-5
-38,38,-50,-77
-72,93,-79,-67
60,11,61,-91
-42,-18,-4,-70
-77,52,-86,82
-80,88,96,5
-86,-57,-44,-28
-75,1,36,72
39,-16,74,-65
100,46,28,-26
33,-26,-5,44
83,-39,97,100
85,45,-89,-48
88,-87,-93,-99
4,-97,-89,-54
-24,23,51,11
-2,3,92,73
-15,-87,3,9
75,-5,-98,-97
-5,-70,92,88
-11,-33,-76,-50
56,-16,18,99
98,36,-1,-7
88,69,25,20
-47,-6,62,-22
-17,73,-63,-3
41,-20,19,0
-86,-95,-12,-22
68,64,-60,-25
-56,-20,24,30
-73,-21,30,11
27,-10,-87,75
-1,-22,0,-36
-73,-2,17,34
-84,15,95,-100
-55,-31,-77,-20
8,-81,90,-1
-47,38,15,-35
79,42,-45,-14
-43,-65,-50,7
7,94,-98,17
81,-34,84,82
73,87,-88,90
98,-26,-93,63
-19,28,-35,73
-68,-68,32,-68
0,-76,-58,28
-91,0,42,27
-39,-64,85,-89
-3,6,28,-63
54,-82,-90,51
68,1,-54,44
-60,94,1,42
47,-8,83,88
17,46,63,-5
2,99,-18,-7
-77,3,-78,78
28,99,13,-36
-19,-22,-4,47
-63,92,-94,-18
-90,-71,72,-22
-94,7,-4,-19
-12,62,100,12
-66,-80,-65,-62
-42,13,9,-67
-17,78,99,-62
-37,-63,-29,-92
-12,73,-35,-60
-24,99,-91,-88
-46,3,-37,46
68,-97,-78,49
99,-28,95,12
60,-23,-27,91
-82,-9,83,79
83,-14,-42,-11
-53,-24,-48,15
-88,-42,-40,-76
69,-40,9,-73
11,-1,-33,46
32,-72,-7,-92
66,-24,-10,2
-47,29,-57,-16
64,-77,57,-83
20,-22,-33,-48
37,-90,-14,39
20,-11,-9,-71
-6,-18,22,9
-33,-79,-45,99
-53,-26,62,59
31,-44,74,71
-82,97,88,12
86,-65,-69,35
-83,-69,13,88
21,-9,18,17
7,66,-45,-36
